epoch,total_epochs,step,steps_per_epoch,global_step,lr,time_val,time_avg,loss_val,loss_avg,grad_val,grad_avg,mem_mb,num_ranks_used
21,100,700,823,17983,0.008036,1.4389500000000002,1.4364,0.33725,0.3488,0.0446,0.0522,18757.0,2
21,100,800,823,18083,0.008025,1.43925,1.4368,0.36765000000000003,0.34919999999999995,0.0672,0.0552,18757.0,2
22,100,0,823,18106,0.008023,1.89025,1.89025,0.3443,0.3443,0.0428,0.0428,18757.0,2
22,100,100,823,18206,0.008012,1.43885,1.443,0.34550000000000003,0.34825,0.0438,0.0502,18757.0,2
22,100,200,823,18306,0.008001,1.4396499999999999,1.4412500000000001,0.3594,0.349,0.061,0.0515,18757.0,2
22,100,300,823,18406,0.00799,1.4379499999999998,1.4405,0.35365,0.34895,0.0513,0.0497,18757.0,2
22,100,400,823,18506,0.007978,1.438,1.4400499999999998,0.34095,0.349,0.0542,0.0485,18757.0,2
22,100,500,823,18606,0.007967,1.4404,1.4399,0.35050000000000003,0.34850000000000003,0.0402,0.0479,18757.0,2
22,100,600,823,18706,0.007956,1.4393500000000001,1.44,0.3429,0.34845,0.0636,0.0476,18757.0,2
22,100,700,823,18806,0.007944,1.4396499999999999,1.4399,0.3781,0.34819999999999995,0.059,0.0474,18757.0,2
22,100,800,823,18906,0.007933,1.4391500000000002,1.4398,0.34235,0.34814999999999996,0.0239,0.0474,18757.0,2
23,100,0,823,18929,0.00793,1.88265,1.88265,0.35255000000000003,0.35255000000000003,0.0478,0.0478,18757.0,2
23,100,100,823,19029,0.007919,1.4381499999999998,1.4432,0.34425,0.34965,0.0288,0.047,18757.0,2
23,100,200,823,19129,0.007907,1.43695,1.4406,0.3426,0.34919999999999995,0.0411,0.0486,18757.0,2
23,100,300,823,19229,0.007896,1.4341499999999998,1.4388,0.3646,0.3489,0.0591,0.0479,18757.0,2
23,100,400,823,19329,0.007884,1.43545,1.4379,0.3407,0.34845000000000004,0.0586,0.0482,18757.0,2
23,100,500,823,19429,0.007873,1.4353500000000001,1.4375,0.34714999999999996,0.34809999999999997,0.0177,0.0486,18757.0,2
23,100,600,823,19529,0.007861,1.43825,1.4372,0.34495,0.34835,0.0302,0.0486,18757.0,2
23,100,700,823,19629,0.007849,1.4364,1.4371,0.35095,0.3486,0.0438,0.0485,18757.0,2
23,100,800,823,19729,0.007837,1.4372,1.4368,0.3565,0.34875,0.0599,0.0481,18757.0,2
24,100,0,823,19752,0.007835,1.9078,1.9078,0.3424,0.3424,0.0466,0.0466,18757.0,2
24,100,100,823,19852,0.007823,1.4324,1.4392,0.34104999999999996,0.3489,0.0585,0.0434,18757.0,2
24,100,200,823,19952,0.007811,1.4357,1.4368,0.36419999999999997,0.34814999999999996,0.033,0.0457,18757.0,2
24,100,300,823,20052,0.007799,1.43545,1.4368,0.3527,0.34845000000000004,0.026,0.0442,18757.0,2
24,100,400,823,20152,0.007787,1.4405000000000001,1.4372,0.35045000000000004,0.34855,0.0379,0.0441,18757.0,2
24,100,500,823,20252,0.007775,1.4351500000000001,1.4369,0.3627,0.349,0.0358,0.0454,18757.0,2
24,100,600,823,20352,0.007763,1.4353,1.4365,0.34635,0.34945,0.0516,0.0457,18757.0,2
24,100,700,823,20452,0.007751,1.4345,1.4364,0.3467,0.3494,0.042,0.0462,18757.0,2
24,100,800,823,20552,0.007738,1.4359,1.4363,0.3415,0.34945000000000004,0.0455,0.0462,18757.0,2
25,100,0,823,20575,0.007736,1.8885,1.8885,0.34495,0.34495,0.0313,0.0313,18757.0,2
25,100,100,823,20675,0.007723,1.43505,1.4398,0.33899999999999997,0.3507,0.0328,0.0423,18757.0,2
25,100,200,823,20775,0.007711,1.4373,1.4384,0.35315,0.34909999999999997,0.0562,0.0444,18757.0,2
25,100,300,823,20875,0.007699,1.4395,1.4386,0.33694999999999997,0.34840000000000004,0.0355,0.0442,18757.0,2
25,100,400,823,20975,0.007686,1.44,1.4386,0.34645000000000004,0.34815,0.0287,0.0443,18757.0,2
25,100,500,823,21075,0.007674,1.4383,1.43845,0.32255,0.34804999999999997,0.0689,0.0443,18757.0,2
25,100,600,823,21175,0.007661,1.4396,1.4383,0.3553,0.34809999999999997,0.0278,0.0439,18757.0,2
25,100,700,823,21275,0.007649,1.43695,1.4383,0.34735,0.34775,0.0385,0.0438,18757.0,2
25,100,800,823,21375,0.007636,1.4399,1.4384,0.3157,0.3474,0.0523,0.0435,18757.0,2
26,100,0,823,21398,0.007633,1.895,1.895,0.35009999999999997,0.35009999999999997,0.0592,0.0592,18757.0,2
26,100,100,823,21498,0.007621,1.4389500000000002,1.44375,0.34614999999999996,0.34655,0.0825,0.0455,18757.0,2
26,100,200,823,21598,0.007608,1.4366,1.44055,0.3538,0.34719999999999995,0.0275,0.0487,18757.0,2
26,100,300,823,21698,0.007595,1.4374,1.4389500000000002,0.35435,0.3478,0.0306,0.045,18757.0,2
26,100,400,823,21798,0.007583,1.4364,1.4382,0.32675,0.3478,0.0509,0.0432,18757.0,2
26,100,500,823,21898,0.00757,1.4353500000000001,1.4376,0.35355000000000003,0.34775,0.0475,0.0426,18757.0,2
26,100,600,823,21998,0.007557,1.4332,1.4373,0.3494,0.3476,0.0367,0.0421,18757.0,2
26,100,700,823,22098,0.007544,1.44015,1.4370500000000002,0.35314999999999996,0.3479,0.0236,0.043,18757.0,2
26,100,800,823,22198,0.007531,1.43675,1.4371,0.3452,0.34814999999999996,0.0351,0.0433,18757.0,2
