epoch,total_epochs,step,steps_per_epoch,global_step,lr,time_val,time_avg,loss_val,loss_avg,grad_val,grad_avg,mem_mb
9,100,0,823,7407,0.000653,1.9924,1.9924,0.8303,0.8303,0.0498,0.0498,18670
9,100,100,823,7507,0.000662,1.4558,1.4618,0.8418,0.8387,0.0863,0.0377,18670
9,100,200,823,7607,0.00067,1.4566,1.4591,0.8313,0.8373,0.1547,0.0526,18670
9,100,300,823,7707,0.000679,1.4553,1.4581,0.8341,0.838,0.0152,0.1045,18670
9,100,400,823,7807,0.000688,1.4564,1.4575,0.8363,0.838,0.0143,0.0893,18670
9,100,500,823,7907,0.000697,1.4572,1.4574,0.8253,0.8377,0.1758,0.0914,18670
9,100,600,823,8007,0.000705,1.4535,1.4573,0.8273,0.8358,0.0779,0.1276,18670
9,100,700,823,8107,0.000714,1.4594,1.4572,0.6371,0.8224,0.2159,0.1749,18670
9,100,800,823,8207,0.000723,1.4562,1.4573,0.5524,0.7929,0.1315,0.1756,18670
10,100,0,823,8230,0.000725,2.0001,2.0001,0.5148,0.5148,0.1998,0.1998,18670
10,100,100,823,8330,0.000725,1.459,1.4637,0.4917,0.5009,0.1436,0.1863,18670
10,100,200,823,8430,0.000725,1.4589,1.4614,0.4559,0.4882,0.0951,0.1857,18670
10,100,300,823,8530,0.000725,1.4585,1.4604,0.4418,0.4787,0.2296,0.1861,18670
10,100,400,823,8630,0.000725,1.4571,1.4597,0.4559,0.4719,0.1506,0.1897,18670
10,100,500,823,8730,0.000725,1.4592,1.4595,0.4401,0.4663,0.2036,0.1896,18670
10,100,600,823,8830,0.000725,1.4601,1.4594,0.4315,0.4616,0.1568,0.191,18670
10,100,700,823,8930,0.000725,1.4593,1.4594,0.4274,0.4584,0.193,0.1929,18670
10,100,800,823,9030,0.000725,1.4594,1.4594,0.3927,0.4537,0.0695,0.1943,18670
11,100,0,823,9053,0.000725,1.9678,1.9678,0.4049,0.4049,0.1579,0.1579,18670
11,100,100,823,9153,0.000725,1.4601,1.4642,0.3957,0.4058,0.1108,0.2054,18670
11,100,200,823,9253,0.000725,1.4591,1.4619,0.3994,0.4036,0.0824,0.2104,18670
11,100,300,823,9353,0.000725,1.4593,1.4611,0.394,0.4017,0.135,0.2151,18670
11,100,400,823,9453,0.000725,1.4593,1.4607,0.3739,0.3977,0.1804,0.2037,18670
11,100,500,823,9553,0.000725,1.4599,1.4605,0.3626,0.3937,0.1005,0.1998,18670
11,100,600,823,9653,0.000725,1.4597,1.4603,0.3665,0.3896,0.188,0.198,18670
11,100,700,823,9753,0.000725,1.4603,1.4602,0.3635,0.3858,0.1724,0.1979,18670
11,100,800,823,9853,0.000725,1.4599,1.4601,0.3591,0.3822,0.1479,0.195,18670
12,100,0,823,9876,0.000725,2.0584,2.0584,0.3656,0.3656,0.1866,0.1866,18670
12,100,100,823,9976,0.000725,1.4593,1.4654,0.3507,0.3498,0.1537,0.1901,18670
12,100,200,823,10076,0.000725,1.459,1.4625,0.3275,0.3453,0.2406,0.1923,18670
12,100,300,823,10176,0.000725,1.4603,1.4615,0.3387,0.3398,0.4183,0.1914,18670
12,100,400,823,10276,0.000725,1.4593,1.461,0.3057,0.3344,0.2317,0.1908,18670
12,100,500,823,10376,0.000725,1.4597,1.4607,0.3055,0.3299,0.1721,0.1969,18670
12,100,600,823,10476,0.000725,1.4591,1.4605,0.299,0.3255,0.2012,0.1959,18670
12,100,700,823,10576,0.000725,1.4628,1.4606,0.2953,0.3217,0.122,0.1989,18670
12,100,800,823,10676,0.000725,1.4611,1.4607,0.2929,0.3182,0.168,0.1963,18670
13,100,0,823,10699,0.000725,2.0594,2.0594,0.2874,0.2874,0.2569,0.2569,18670
13,100,100,823,10799,0.000725,1.4595,1.4656,0.2756,0.29,0.1738,0.2138,18670
13,100,200,823,10899,0.000725,1.4596,1.4626,0.2656,0.2867,0.1654,0.1924,18670
13,100,300,823,10999,0.000725,1.4599,1.4616,0.2787,0.2843,0.1992,0.1805,18670
13,100,400,823,11099,0.000725,1.4602,1.4611,0.2803,0.2825,0.3308,0.1804,18670
13,100,500,823,11199,0.000725,1.4586,1.4608,0.2657,0.2808,0.1199,0.1801,18670
13,100,600,823,11299,0.000725,1.4599,1.4606,0.2674,0.279,0.189,0.1772,18670
13,100,700,823,11399,0.000725,1.4583,1.4604,0.2599,0.2775,0.1747,0.1764,18670
13,100,800,823,11499,0.000725,1.4603,1.4603,0.2698,0.2758,0.1772,0.1736,18670
14,100,0,823,11522,0.000725,2.0321,2.0321,0.2526,0.2526,0.1793,0.1793,18670
14,100,100,823,11622,0.000725,1.4595,1.4652,0.2635,0.2611,0.1299,0.1553,18670
14,100,200,823,11722,0.000725,1.4607,1.4625,0.2636,0.2605,0.1049,0.153,18670
14,100,300,823,11822,0.000725,1.4595,1.4616,0.2586,0.259,0.1431,0.1558,18670
14,100,400,823,11922,0.000725,1.4597,1.4611,0.2557,0.2576,0.1448,0.1521,18670
14,100,500,823,12022,0.000725,1.4625,1.4612,0.2461,0.2566,0.0976,0.15,18670
14,100,600,823,12122,0.000725,1.4632,1.4614,0.257,0.2555,0.4033,0.1472,18670
14,100,700,823,12222,0.000725,1.4606,1.4614,0.2503,0.2549,0.2564,0.1473,18670
14,100,800,823,12322,0.000725,1.4591,1.4612,0.25,0.254,0.0979,0.1453,18670
15,100,0,823,12345,0.000725,2.0392,2.0392,0.2556,0.2556,0.0829,0.0829,18670
15,100,100,823,12445,0.000725,1.4592,1.4654,0.2446,0.244,0.1328,0.1192,18670
15,100,200,823,12545,0.000725,1.4594,1.4625,0.2382,0.2433,0.1432,0.1458,18670
15,100,300,823,12645,0.000725,1.4596,1.4615,0.243,0.2426,0.1343,0.1397,18670
15,100,400,823,12745,0.000725,1.4591,1.4611,0.2334,0.2418,0.1132,0.1333,18670
15,100,500,823,12845,0.000725,1.4597,1.4608,0.2312,0.2409,0.1023,0.1315,18670
15,100,600,823,12945,0.000725,1.4599,1.4606,0.2346,0.2399,0.0935,0.1308,18670
15,100,700,823,13045,0.000725,1.4602,1.4606,0.2365,0.239,0.0877,0.1297,18670
15,100,800,823,13145,0.000725,1.4618,1.4605,0.2305,0.2381,0.1448,0.1275,18670
16,100,0,823,13168,0.000725,1.9439,1.9439,0.2417,0.2417,0.0799,0.0799,18670
16,100,100,823,13268,0.000725,1.4625,1.4652,0.2178,0.2295,0.0766,0.1161,18670
16,100,200,823,13368,0.000725,1.4597,1.4628,0.229,0.2293,0.1676,0.1169,18670
16,100,300,823,13468,0.000725,1.4599,1.4619,0.2193,0.2285,0.1517,0.117,18670
16,100,400,823,13568,0.000725,1.4625,1.4618,0.2297,0.2282,0.0879,0.118,18670
16,100,500,823,13668,0.000725,1.4629,1.4619,0.2181,0.2275,0.0606,0.1184,18670
16,100,600,823,13768,0.000725,1.459,1.4617,0.2227,0.2267,0.0662,0.1175,18670
16,100,700,823,13868,0.000725,1.4591,1.4615,0.2138,0.226,0.084,0.1146,18670
16,100,800,823,13968,0.000725,1.4619,1.4615,0.2389,0.2253,0.1439,0.1155,18670
17,100,0,823,13991,0.000725,1.9737,1.9737,0.2227,0.2227,0.1073,0.1073,18670
17,100,100,823,14091,0.000725,1.4624,1.4656,0.2224,0.2188,0.1074,0.1138,18670
17,100,200,823,14191,0.000725,1.4601,1.4632,0.2106,0.2181,0.1321,0.1137,18670
17,100,300,823,14291,0.000725,1.4627,1.4626,0.2176,0.2172,0.0779,0.1082,18670
17,100,400,823,14391,0.000725,1.4606,1.4621,0.2084,0.2163,0.143,0.1087,18670
17,100,500,823,14491,0.000725,1.461,1.4619,0.2148,0.2156,0.114,0.1092,18670
17,100,600,823,14591,0.000725,1.4597,1.4617,0.2126,0.2148,0.108,0.1075,18670
17,100,700,823,14691,0.000725,1.4593,1.4615,0.2041,0.2144,0.0944,0.1077,18670
17,100,800,823,14791,0.000725,1.4598,1.4613,0.215,0.2137,0.1098,0.1065,18670
18,100,0,823,14814,0.000725,1.9992,1.9992,0.2105,0.2105,0.0652,0.0652,18670
18,100,100,823,14914,0.000725,1.4618,1.4661,0.2046,0.2085,0.0532,0.0891,18670
18,100,200,823,15014,0.000725,1.462,1.4639,0.2006,0.2078,0.1179,0.0971,18670
18,100,300,823,15114,0.000725,1.4621,1.4631,0.211,0.2072,0.0593,0.0993,18670
18,100,400,823,15214,0.000725,1.4665,1.4632,0.2037,0.2067,0.0759,0.0986,18670
18,100,500,823,15314,0.000725,1.4639,1.4634,0.2015,0.2063,0.0904,0.0978,18670
18,100,600,823,15414,0.000725,1.463,1.4633,0.2091,0.2058,0.1338,0.097,18670
18,100,700,823,15514,0.000725,1.4622,1.4632,0.2041,0.2053,0.072,0.0955,18670
18,100,800,823,15614,0.000725,1.4625,1.4631,0.2013,0.2049,0.1554,0.096,18670
19,100,0,823,15637,0.000725,2.0537,2.0537,0.2034,0.2034,0.1256,0.1256,18670
19,100,100,823,15737,0.000725,1.464,1.4684,0.1939,0.2,0.102,0.0959,18670
19,100,200,823,15837,0.000725,1.4621,1.4655,0.2033,0.2002,0.0976,0.0889,18670
19,100,300,823,15937,0.000725,1.4623,1.4644,0.1957,0.1998,0.0673,0.0884,18670
19,100,400,823,16037,0.000725,1.4622,1.4639,0.1992,0.1993,0.0632,0.0891,18670
19,100,500,823,16137,0.000725,1.461,1.4636,0.1964,0.199,0.0643,0.0915,18670
19,100,600,823,16237,0.000725,1.4612,1.4634,0.199,0.1986,0.0607,0.0918,18670
19,100,700,823,16337,0.000725,1.4609,1.4632,0.1948,0.1982,0.0967,0.0912,18670
19,100,800,823,16437,0.000725,1.4633,1.463,0.1915,0.1979,0.0717,0.0908,18670
20,100,0,823,16460,0.000725,2.034,2.034,0.2024,0.2024,0.1225,0.1225,18670
20,100,100,823,16560,0.000725,1.4621,1.4677,0.1918,0.1951,0.0803,0.0914,18670
20,100,200,823,16660,0.000725,1.4609,1.4648,0.1927,0.1945,0.0655,0.0867,18670
20,100,300,823,16760,0.000725,1.4621,1.4638,0.1963,0.1944,0.0555,0.089,18670
20,100,400,823,16860,0.000725,1.4614,1.4635,0.4278,0.2429,0.2453,0.1594,18670
20,100,500,823,16960,0.000725,1.4624,1.4633,0.2405,0.2547,0.1329,0.1643,18670
20,100,600,823,17060,0.000725,1.4635,1.4632,0.2157,0.2499,0.1253,0.1588,18670
20,100,700,823,17160,0.000725,1.46,1.4631,0.2107,0.2441,0.0955,0.1534,18670
20,100,800,823,17260,0.000725,1.4629,1.463,0.2005,0.2388,0.1097,0.1474,18670
21,100,0,823,17283,0.000725,1.8914,1.8914,0.1959,0.1959,0.1161,0.1161,18670
21,100,100,823,17383,0.000725,1.461,1.4658,0.2022,0.198,0.0883,0.0865,18670
21,100,200,823,17483,0.000725,1.4617,1.4644,0.2042,0.197,0.0963,0.0889,18670
21,100,300,823,17583,0.000725,1.4621,1.4638,0.195,0.1962,0.0609,0.0895,18670
21,100,400,823,17683,0.000725,1.4603,1.4634,0.1885,0.1955,0.1112,0.0887,18670
21,100,500,823,17783,0.000725,1.4632,1.4632,0.1919,0.195,0.0645,0.0884,18670
21,100,600,823,17883,0.000725,1.4609,1.4631,0.1945,0.1945,0.0717,0.0885,18670
21,100,700,823,17983,0.000725,1.4642,1.463,0.1893,0.1941,0.0883,0.0868,18670
21,100,800,823,18083,0.000725,1.4616,1.463,0.1909,0.1937,0.0653,0.0862,18670
22,100,0,823,18106,0.000725,2.0515,2.0515,0.1912,0.1912,0.0761,0.0761,18670
22,100,100,823,18206,0.000725,1.463,1.4686,0.1871,0.1904,0.0886,0.0864,18670
22,100,200,823,18306,0.000725,1.463,1.4658,0.1901,0.1903,0.0694,0.0821,18670
22,100,300,823,18406,0.000725,1.4636,1.4649,0.1865,0.1902,0.0568,0.0817,18670
22,100,400,823,18506,0.000725,1.4637,1.4643,0.1848,0.1899,0.0972,0.0807,18670
22,100,500,823,18606,0.000725,1.4634,1.4639,0.1834,0.1897,0.0784,0.078,18670
22,100,600,823,18706,0.000725,1.4624,1.4639,0.1891,0.1895,0.0733,0.0779,18670
22,100,700,823,18806,0.000725,1.4647,1.464,0.1899,0.1894,0.0573,0.0784,18670
22,100,800,823,18906,0.000725,1.463,1.4639,0.1908,0.1893,0.0467,0.0779,18670
23,100,0,823,18929,0.000725,2.0159,2.0159,0.1898,0.1898,0.0622,0.0622,18670
23,100,100,823,19029,0.000725,1.4623,1.4683,0.1875,0.1882,0.05,0.0784,18670
23,100,200,823,19129,0.000725,1.4632,1.4655,0.1837,0.1878,0.0516,0.0746,18670
23,100,300,823,19229,0.000725,1.463,1.4645,0.1835,0.1875,0.0498,0.0751,18670
23,100,400,823,19329,0.000725,1.4633,1.4642,0.1844,0.1874,0.0524,0.0769,18670
23,100,500,823,19429,0.000725,1.4638,1.464,0.1849,0.1872,0.0717,0.0772,18670
23,100,600,823,19529,0.000725,1.4622,1.4638,0.1864,0.1871,0.0752,0.0765,18670
23,100,700,823,19629,0.000725,1.4655,1.4637,0.1841,0.187,0.0665,0.0774,18670
23,100,800,823,19729,0.000725,1.4623,1.4635,0.1824,0.1868,0.097,0.0758,18670
24,100,0,823,19752,0.000725,1.9734,1.9734,0.1793,0.1793,0.0865,0.0865,18670
24,100,100,823,19852,0.000725,1.4624,1.4672,0.1729,0.185,0.0613,0.0768,18670
24,100,200,823,19952,0.000725,1.4613,1.4647,0.1823,0.1852,0.0491,0.0758,18670
24,100,300,823,20052,0.000725,1.4615,1.4639,0.1784,0.185,0.1033,0.0768,18670
24,100,400,823,20152,0.000725,1.4641,1.4634,0.1838,0.1847,0.0519,0.0767,18670
24,100,500,823,20252,0.000725,1.4591,1.463,0.181,0.1846,0.0761,0.0757,18670
24,100,600,823,20352,0.000725,1.4629,1.4626,0.1877,0.1847,0.0749,0.0771,18670
24,100,700,823,20452,0.000725,1.4601,1.4624,0.1788,0.1845,0.0682,0.0763,18670
24,100,800,823,20552,0.000725,1.4609,1.4622,0.1906,0.1843,0.0573,0.0763,18670
25,100,0,823,20575,0.000725,2.0705,2.0705,0.1871,0.1871,0.0719,0.0719,18670
25,100,100,823,20675,0.000725,1.4601,1.4664,0.1831,0.1833,0.0971,0.0693,18670
25,100,200,823,20775,0.000725,1.4628,1.4637,0.1786,0.1833,0.0422,0.0707,18670
25,100,300,823,20875,0.000725,1.4608,1.4628,0.1801,0.1831,0.0792,0.0714,18670
25,100,400,823,20975,0.000725,1.4608,1.4623,0.1891,0.1827,0.0388,0.0705,18670
25,100,500,823,21075,0.000725,1.4627,1.4621,0.1748,0.1825,0.0417,0.0718,18670
25,100,600,823,21175,0.000725,1.4602,1.462,0.175,0.1823,0.0806,0.0725,18670
25,100,700,823,21275,0.000725,1.4616,1.4619,0.1853,0.1823,0.0981,0.0733,18670
25,100,800,823,21375,0.000725,1.4613,1.4619,0.1818,0.1823,0.0793,0.0726,18670
26,100,0,823,21398,0.000725,1.9246,1.9246,0.1808,0.1808,0.0537,0.0537,18670
26,100,100,823,21498,0.000725,1.4631,1.4658,0.1844,0.181,0.0424,0.069,18670
26,100,200,823,21598,0.000725,1.4604,1.4636,0.18,0.1806,0.0513,0.0698,18670
26,100,300,823,21698,0.000725,1.4611,1.4629,0.1759,0.1808,0.0695,0.0689,18670
26,100,400,823,21798,0.000725,1.4622,1.4627,0.1813,0.1806,0.0904,0.0701,18670
26,100,500,823,21898,0.000725,1.463,1.4626,0.1747,0.1805,0.0601,0.0709,18670
26,100,600,823,21998,0.000725,1.4605,1.4624,0.1826,0.1803,0.0891,0.0704,18670
26,100,700,823,22098,0.000725,1.462,1.4622,0.1781,0.1804,0.1157,0.0699,18670
26,100,800,823,22198,0.000725,1.4625,1.4621,0.1833,0.1803,0.1127,0.07,18670
27,100,0,823,22221,0.000725,2.0121,2.0121,0.181,0.181,0.0721,0.0721,18670
27,100,100,823,22321,0.000725,1.4588,1.4661,0.1772,0.1785,0.0506,0.0633,18670
27,100,200,823,22421,0.000725,1.4615,1.4635,0.1857,0.1787,0.0548,0.068,18670
27,100,300,823,22521,0.000725,1.46,1.4626,0.176,0.1786,0.0478,0.0692,18670
27,100,400,823,22621,0.000725,1.4613,1.462,0.1759,0.1784,0.0879,0.0698,18670
27,100,500,823,22721,0.000725,1.46,1.4618,0.1768,0.1782,0.0463,0.0703,18670
27,100,600,823,22821,0.000725,1.4591,1.4615,0.1765,0.1781,0.1218,0.0704,18670
27,100,700,823,22921,0.000725,1.4593,1.4614,0.179,0.1781,0.0506,0.0696,18670
27,100,800,823,23021,0.000725,1.4613,1.4613,0.1776,0.1781,0.0974,0.0696,18670
28,100,0,823,23044,0.000725,2.0332,2.0332,0.1794,0.1794,0.0822,0.0822,18670
28,100,100,823,23144,0.000725,1.4611,1.4663,0.179,0.1775,0.0469,0.0707,18670
28,100,200,823,23244,0.000725,1.461,1.4637,0.1758,0.1772,0.0433,0.0669,18670
28,100,300,823,23344,0.000725,1.4594,1.4628,0.1776,0.1769,0.0656,0.0666,18670
28,100,400,823,23444,0.000725,1.4607,1.4625,0.1764,0.1768,0.0876,0.0674,18670
28,100,500,823,23544,0.000725,1.4609,1.4624,0.1806,0.1767,0.0436,0.0681,18670
28,100,600,823,23644,0.000725,1.4616,1.4623,0.1776,0.1766,0.0445,0.0675,18670
28,100,700,823,23744,0.000725,1.4614,1.4621,0.1727,0.1765,0.0509,0.0675,18670
28,100,800,823,23844,0.000725,1.46,1.4621,0.1775,0.1764,0.0725,0.0672,18670
29,100,0,823,23867,0.000725,2.0086,2.0086,0.1724,0.1724,0.107,0.107,18670
29,100,100,823,23967,0.000725,1.461,1.4657,0.1774,0.1761,0.0629,0.0688,18670
29,100,200,823,24067,0.000725,1.4616,1.4636,0.178,0.1758,0.0549,0.0659,18670
29,100,300,823,24167,0.000725,1.4608,1.4629,0.1788,0.1755,0.0938,0.0638,18670
29,100,400,823,24267,0.000725,1.4605,1.4627,0.1694,0.1753,0.0431,0.0654,18670
29,100,500,823,24367,0.000725,1.4629,1.4626,0.1756,0.1752,0.06,0.0651,18670
29,100,600,823,24467,0.000725,1.4621,1.4625,0.1749,0.1751,0.0655,0.0662,18670
29,100,700,823,24567,0.000725,1.4624,1.4624,0.1708,0.175,0.0668,0.0666,18670
29,100,800,823,24667,0.000725,1.4631,1.4624,0.1763,0.175,0.0614,0.0674,18670
30,100,0,823,24690,0.000725,2.0435,2.0435,0.1653,0.1653,0.0558,0.0558,18670
30,100,100,823,24790,0.000725,1.4631,1.4676,0.1703,0.1733,0.0382,0.0654,18670
30,100,200,823,24890,0.000725,1.4636,1.4649,0.1711,0.1731,0.0527,0.0654,18670
30,100,300,823,24990,0.000725,1.4649,1.4645,0.1784,0.1734,0.0597,0.064,18670
30,100,400,823,25090,0.000725,1.4616,1.4642,0.1774,0.1732,0.0491,0.0631,18670
30,100,500,823,25190,0.000725,1.4641,1.4639,0.1805,0.1748,0.0821,0.0822,18670
30,100,600,823,25290,0.000725,1.4618,1.4635,0.1717,0.1745,0.0668,0.0781,18670
30,100,700,823,25390,0.000725,1.4626,1.4633,0.1796,0.1742,0.0898,0.0753,18670
30,100,800,823,25490,0.000725,1.4621,1.4631,0.1755,0.174,0.0523,0.0735,18670
31,100,0,823,25513,0.000725,1.8879,1.8879,0.1717,0.1717,0.0703,0.0703,18670
31,100,100,823,25613,0.000725,1.4628,1.4659,0.1773,0.1715,0.0694,0.0596,18670
31,100,200,823,25713,0.000725,1.4625,1.4641,0.1742,0.1716,0.0355,0.0585,18670
31,100,300,823,25813,0.000725,1.4616,1.4635,0.172,0.1716,0.0566,0.0576,18670
31,100,400,823,25913,0.000725,1.4622,1.4632,0.1696,0.1715,0.0668,0.0592,18670
31,100,500,823,26013,0.000725,1.462,1.4629,0.167,0.1715,0.0556,0.0592,18670
