epoch,total_epochs,step,steps_per_epoch,global_step,lr,time_val,time_avg,loss_val,loss_avg,grad_val,grad_avg,mem_mb
31,100,600,823,26113,0.000725,1.4596,1.4627,0.1714,0.1715,0.0599,0.0612,18670
31,100,700,823,26213,0.000725,1.4611,1.4626,0.1761,0.1713,0.0545,0.0609,18670
31,100,800,823,26313,0.000725,1.4611,1.4625,0.1709,0.1714,0.086,0.0613,18670
32,100,0,823,26336,0.000725,1.9832,1.9832,0.171,0.171,0.0572,0.0572,18670
32,100,100,823,26436,0.000725,1.4615,1.4661,0.1697,0.1708,0.0978,0.0529,18670
32,100,200,823,26536,0.000725,1.4583,1.4635,0.1726,0.1708,0.0353,0.0562,18670
32,100,300,823,26636,0.000725,1.4598,1.4625,0.1752,0.1709,0.052,0.0561,18670
32,100,400,823,26736,0.000725,1.4609,1.4618,0.1698,0.1707,0.0717,0.0576,18670
32,100,500,823,26836,0.000725,1.4644,1.4619,0.1688,0.1706,0.0592,0.0587,18670
32,100,600,823,26936,0.000725,1.4656,1.4622,0.1651,0.1705,0.062,0.0596,18670
32,100,700,823,27036,0.000725,1.463,1.4623,0.169,0.1704,0.0442,0.0597,18670
32,100,800,823,27136,0.000725,1.4605,1.4623,0.1717,0.1704,0.0916,0.0607,18670
33,100,0,823,27159,0.000725,2.0047,2.0047,0.1683,0.1683,0.0437,0.0437,18670
33,100,100,823,27259,0.000725,1.4641,1.4674,0.1642,0.1697,0.0604,0.0608,18670
33,100,200,823,27359,0.000725,1.4612,1.4649,0.1723,0.1697,0.0651,0.0583,18670
33,100,300,823,27459,0.000725,1.4618,1.4641,0.1696,0.1695,0.0632,0.0574,18670
33,100,400,823,27559,0.000725,1.4628,1.4636,0.1692,0.1694,0.0485,0.0584,18670
33,100,500,823,27659,0.000725,1.4601,1.4632,0.1635,0.1693,0.0521,0.0582,18670
33,100,600,823,27759,0.000725,1.4598,1.4629,0.1622,0.1692,0.0632,0.0586,18670
33,100,700,823,27859,0.000725,1.4615,1.4627,0.1678,0.1692,0.056,0.059,18670
33,100,800,823,27959,0.000725,1.463,1.4625,0.1719,0.1691,0.0501,0.0592,18670
34,100,0,823,27982,0.000725,1.963,1.963,0.1709,0.1709,0.0761,0.0761,18670
34,100,100,823,28082,0.000725,1.4613,1.4668,0.1688,0.1684,0.0643,0.0616,18670
34,100,200,823,28182,0.000725,1.4612,1.4643,0.1663,0.1683,0.0446,0.0589,18670
34,100,300,823,28282,0.000725,1.4628,1.4635,0.171,0.1684,0.0495,0.0613,18670
34,100,400,823,28382,0.000725,1.461,1.4631,0.167,0.1685,0.0411,0.0602,18670
34,100,500,823,28482,0.000725,1.4619,1.4628,0.1652,0.1685,0.048,0.0612,18670
34,100,600,823,28582,0.000725,1.4609,1.4625,0.1707,0.1684,0.0362,0.0624,18670
34,100,700,823,28682,0.000725,1.4609,1.4624,0.1674,0.1684,0.0375,0.0613,18670
34,100,800,823,28782,0.000725,1.4593,1.4622,0.1617,0.1683,0.0363,0.0609,18670
35,100,0,823,28805,0.000725,2.0252,2.0252,0.1702,0.1702,0.0321,0.0321,18670
35,100,100,823,28905,0.000725,1.4646,1.4674,0.1649,0.1675,0.0702,0.0605,18670
35,100,200,823,29005,0.000725,1.4644,1.4661,0.1617,0.1679,0.0406,0.0593,18670
35,100,300,823,29105,0.000725,1.4634,1.4654,0.1708,0.1679,0.0618,0.0595,18670
35,100,400,823,29205,0.000725,1.4621,1.4648,0.1648,0.1676,0.0647,0.0611,18670
35,100,500,823,29305,0.000725,1.4625,1.4644,0.166,0.1673,0.0835,0.0609,18670
35,100,600,823,29405,0.000725,1.4566,1.4637,0.8321,0.2222,0.0142,0.0777,18670
35,100,700,823,29505,0.000725,1.4578,1.4626,0.8319,0.31,0.0181,0.0681,18670
35,100,800,823,29605,0.000725,1.4604,1.462,0.8359,0.3757,0.075,0.0627,18670
36,100,0,823,29628,0.000725,1.9161,1.9161,0.8427,0.8427,0.0479,0.0479,18670
36,100,100,823,29728,0.000725,1.458,1.4619,0.8383,0.8391,0.0262,0.0992,18670
36,100,200,823,29828,0.000725,1.457,1.4594,0.8345,0.8387,0.0061,0.0549,18670
36,100,300,823,29928,0.000725,1.4587,1.4588,0.8034,0.837,0.1008,0.0505,18670
36,100,400,823,30028,0.000725,1.4592,1.4586,0.8055,0.8351,0.533,0.0729,18670
36,100,500,823,30128,0.000725,1.4612,1.4589,0.492,0.7898,0.1285,0.1203,18670
36,100,600,823,30228,0.000725,1.463,1.4593,0.4101,0.7316,0.1602,0.133,18670
36,100,700,823,30328,0.000725,1.4612,1.4595,0.3181,0.6785,0.1011,0.1381,18670
36,100,800,823,30428,0.000725,1.461,1.4597,0.2992,0.6327,0.2093,0.1421,18670
37,100,0,823,30451,0.000725,1.9966,1.9966,0.2962,0.2962,0.1702,0.1702,18670
37,100,100,823,30551,0.000725,1.4606,1.465,0.2673,0.2765,0.1692,0.1616,18670
37,100,200,823,30651,0.000725,1.4601,1.4627,0.2475,0.2661,0.0701,0.1496,18670
37,100,300,823,30751,0.000725,1.4625,1.4621,0.2326,0.2573,0.0856,0.1479,18670
37,100,400,823,30851,0.000725,1.4643,1.4623,0.2307,0.2489,0.1744,0.1472,18670
37,100,500,823,30951,0.000725,1.462,1.4626,0.2079,0.2405,0.1699,0.1451,18670
37,100,600,823,31051,0.000725,1.4621,1.4627,0.1856,0.2329,0.0609,0.1414,18670
37,100,700,823,31151,0.000725,1.4615,1.4627,0.191,0.226,0.1376,0.1363,18670
37,100,800,823,31251,0.000725,1.4631,1.4627,0.1804,0.2201,0.0762,0.1323,18670
38,100,0,823,31274,0.000725,1.9646,1.9646,0.1786,0.1786,0.1101,0.1101,18670
38,100,100,823,31374,0.000725,1.4627,1.4678,0.1757,0.1759,0.0678,0.0966,18670
38,100,200,823,31474,0.000725,1.4627,1.4655,0.1745,0.1751,0.0837,0.0903,18670
38,100,300,823,31574,0.000725,1.4615,1.4646,0.1698,0.1745,0.0755,0.0888,18670
38,100,400,823,31674,0.000725,1.4621,1.4641,0.1676,0.1738,0.0625,0.0848,18670
38,100,500,823,31774,0.000725,1.4612,1.4636,0.1704,0.1732,0.045,0.0825,18670
38,100,600,823,31874,0.000725,1.4624,1.4633,0.1712,0.1728,0.0566,0.0813,18670
38,100,700,823,31974,0.000725,1.4604,1.463,0.1713,0.1724,0.045,0.0797,18670
38,100,800,823,32074,0.000725,1.4593,1.4627,0.1732,0.172,0.1088,0.0793,18670
39,100,0,823,32097,0.000725,2.0273,2.0273,0.1675,0.1675,0.0478,0.0478,18670
39,100,100,823,32197,0.000725,1.4597,1.4652,0.1675,0.1688,0.0705,0.0703,18670
39,100,200,823,32297,0.000725,1.4628,1.4627,0.1624,0.1687,0.061,0.0684,18670
39,100,300,823,32397,0.000725,1.4601,1.4619,0.1658,0.1684,0.0788,0.0687,18670
39,100,400,823,32497,0.000725,1.4617,1.4616,0.173,0.1685,0.107,0.0683,18670
39,100,500,823,32597,0.000725,1.4611,1.4615,0.1654,0.1685,0.0396,0.0675,18670
39,100,600,823,32697,0.000725,1.4593,1.4614,0.174,0.1684,0.053,0.0665,18670
39,100,700,823,32797,0.000725,1.4622,1.4612,0.1698,0.1683,0.0647,0.0659,18670
39,100,800,823,32897,0.000725,1.4593,1.4611,0.1671,0.1682,0.0673,0.0662,18670
40,100,0,823,32920,0.000725,2.0027,2.0027,0.163,0.163,0.0417,0.0417,18670
40,100,100,823,33020,0.000725,1.4604,1.4649,0.162,0.1676,0.0574,0.0674,18670
40,100,200,823,33120,0.000725,1.4604,1.4623,0.1656,0.1672,0.0559,0.0663,18670
40,100,300,823,33220,0.000725,1.4615,1.4619,0.1684,0.167,0.074,0.0663,18670
40,100,400,823,33320,0.000725,1.4636,1.462,0.1669,0.1671,0.0504,0.0649,18670
40,100,500,823,33420,0.000725,1.4585,1.462,0.1683,0.1672,0.0686,0.0647,18670
40,100,600,823,33520,0.000725,1.4622,1.4619,0.1645,0.167,0.0549,0.0637,18670
40,100,700,823,33620,0.000725,1.4608,1.4619,0.171,0.1669,0.0495,0.0634,18670
40,100,800,823,33720,0.000725,1.4616,1.4619,0.1692,0.1668,0.0505,0.0624,18670
41,100,0,823,33743,0.000725,1.9332,1.9332,0.1715,0.1715,0.0922,0.0922,18670
41,100,100,823,33843,0.000725,1.4594,1.4658,0.1705,0.1665,0.0539,0.0622,18670
41,100,200,823,33943,0.000725,1.4604,1.4637,0.1643,0.1666,0.0542,0.0626,18670
41,100,300,823,34043,0.000725,1.4618,1.4629,0.1653,0.1662,0.0593,0.0618,18670
41,100,400,823,34143,0.000725,1.461,1.4627,0.1665,0.166,0.0888,0.06,18670
41,100,500,823,34243,0.000725,1.4602,1.4624,0.1634,0.166,0.0528,0.0596,18670
41,100,600,823,34343,0.000725,1.4609,1.4622,0.1647,0.1659,0.0858,0.0588,18670
41,100,700,823,34443,0.000725,1.4639,1.4621,0.1683,0.1659,0.0905,0.0582,18670
41,100,800,823,34543,0.000725,1.4627,1.4623,0.1647,0.1658,0.0818,0.0588,18670
42,100,0,823,34566,0.000725,1.9789,1.9789,0.1614,0.1614,0.0614,0.0614,18670
42,100,100,823,34666,0.000725,1.4625,1.4671,0.1616,0.1657,0.062,0.0598,18670
42,100,200,823,34766,0.000725,1.4632,1.4645,0.1649,0.1652,0.0442,0.0601,18670
42,100,300,823,34866,0.000725,1.4615,1.4635,0.1672,0.1652,0.0656,0.0585,18670
42,100,400,823,34966,0.000725,1.4624,1.463,0.169,0.1652,0.0738,0.0571,18670
42,100,500,823,35066,0.000725,1.4611,1.4627,0.1677,0.1653,0.0344,0.057,18670
42,100,600,823,35166,0.000725,1.4598,1.4624,0.1707,0.1653,0.0919,0.0589,18670
42,100,700,823,35266,0.000725,1.4621,1.4622,0.1649,0.1653,0.0424,0.0582,18670
42,100,800,823,35366,0.000725,1.4621,1.4621,0.1665,0.1652,0.0386,0.0579,18670
43,100,0,823,35389,0.000725,2.0032,2.0032,0.1656,0.1656,0.031,0.031,18670
43,100,100,823,35489,0.000725,1.4636,1.4688,0.1749,0.1643,0.0487,0.0542,18670
43,100,200,823,35589,0.000725,1.4626,1.4659,0.1622,0.1643,0.0525,0.0533,18670
43,100,300,823,35689,0.000725,1.4585,1.4645,0.1679,0.1644,0.0577,0.0534,18670
43,100,400,823,35789,0.000725,1.4629,1.4639,0.1589,0.1644,0.0464,0.0535,18670
43,100,500,823,35889,0.000725,1.4635,1.4639,0.1631,0.1645,0.0305,0.0539,18670
43,100,600,823,35989,0.000725,1.464,1.464,0.1667,0.1644,0.0692,0.0545,18670
43,100,700,823,36089,0.000725,1.4612,1.4639,0.167,0.1644,0.0585,0.0549,18670
43,100,800,823,36189,0.000725,1.4632,1.4637,0.1652,0.1644,0.0619,0.0553,18670
44,100,0,823,36212,0.000725,2.0541,2.0541,0.1672,0.1672,0.0408,0.0408,18670
44,100,100,823,36312,0.000725,1.4622,1.4674,0.1628,0.1639,0.0485,0.0525,18670
44,100,200,823,36412,0.000725,1.4629,1.4644,0.1653,0.1642,0.0358,0.0541,18670
44,100,300,823,36512,0.000725,1.4609,1.4635,0.1661,0.1641,0.0465,0.0541,18670
44,100,400,823,36612,0.000725,1.4642,1.4631,0.166,0.164,0.0436,0.0543,18670
44,100,500,823,36712,0.000725,1.4626,1.463,0.1603,0.1639,0.0392,0.0554,18670
44,100,600,823,36812,0.000725,1.462,1.4629,0.1631,0.1638,0.0388,0.0545,18670
44,100,700,823,36912,0.000725,1.4624,1.4628,0.1586,0.1638,0.0532,0.0534,18670
44,100,800,823,37012,0.000725,1.4604,1.4627,0.1674,0.1637,0.0668,0.054,18670
45,100,0,823,37035,0.000725,2.0275,2.0275,0.1572,0.1572,0.0502,0.0502,18670
45,100,100,823,37135,0.000725,1.4603,1.466,0.1627,0.1639,0.0509,0.0564,18670
45,100,200,823,37235,0.000725,1.4609,1.4631,0.1684,0.1635,0.0373,0.0539,18670
45,100,300,823,37335,0.000725,1.4622,1.463,0.1626,0.1631,0.0467,0.0519,18670
45,100,400,823,37435,0.000725,1.4614,1.4628,0.1627,0.1632,0.0645,0.053,18670
45,100,500,823,37535,0.000725,1.4598,1.4625,0.1592,0.163,0.042,0.053,18670
45,100,600,823,37635,0.000725,1.4612,1.4621,0.1643,0.163,0.0429,0.0523,18670
45,100,700,823,37735,0.000725,1.4628,1.4621,0.163,0.163,0.0404,0.0531,18670
45,100,800,823,37835,0.000725,1.462,1.4622,0.1622,0.163,0.1054,0.0535,18670
46,100,0,823,37858,0.000725,1.8994,1.8994,0.1665,0.1665,0.0421,0.0421,18670
46,100,100,823,37958,0.000725,1.4618,1.4656,0.1661,0.1628,0.0762,0.0542,18670
46,100,200,823,38058,0.000725,1.4619,1.4632,0.1589,0.1625,0.0512,0.0521,18670
46,100,300,823,38158,0.000725,1.4624,1.4624,0.1579,0.1626,0.0624,0.0545,18670
46,100,400,823,38258,0.000725,1.4597,1.4619,0.1602,0.1624,0.0554,0.0543,18670
46,100,500,823,38358,0.000725,1.4605,1.4617,0.1615,0.1626,0.0636,0.0545,18670
46,100,600,823,38458,0.000725,1.4601,1.4614,0.1533,0.1625,0.0392,0.0545,18670
46,100,700,823,38558,0.000725,1.4607,1.4612,0.1596,0.1624,0.0326,0.0539,18670
46,100,800,823,38658,0.000725,1.46,1.461,0.1594,0.1624,0.0353,0.0535,18670
47,100,0,823,38681,0.000725,1.9661,1.9661,0.1639,0.1639,0.0434,0.0434,18670
47,100,100,823,38781,0.000725,1.4602,1.4667,0.1614,0.1625,0.0378,0.0551,18670
47,100,200,823,38881,0.000725,1.4597,1.4634,0.1605,0.1619,0.0572,0.0546,18670
47,100,300,823,38981,0.000725,1.4606,1.4621,0.1598,0.1619,0.0468,0.0557,18670
47,100,400,823,39081,0.000725,1.4596,1.4614,0.1668,0.162,0.084,0.0536,18670
47,100,500,823,39181,0.000725,1.4601,1.4612,0.1651,0.1621,0.0449,0.0553,18670
47,100,600,823,39281,0.000725,1.4604,1.4611,0.162,0.162,0.0934,0.0546,18670
47,100,700,823,39381,0.000725,1.4616,1.461,0.1608,0.162,0.0521,0.0537,18670
47,100,800,823,39481,0.000725,1.4595,1.4609,0.1606,0.1619,0.0402,0.0526,18670
48,100,0,823,39504,0.000725,2.0667,2.0667,0.1586,0.1586,0.0504,0.0504,18670
48,100,100,823,39604,0.000725,1.4608,1.4663,0.164,0.1614,0.0536,0.0479,18670
48,100,200,823,39704,0.000725,1.46,1.4631,0.1563,0.1617,0.0396,0.0498,18670
48,100,300,823,39804,0.000725,1.4593,1.4619,0.164,0.1616,0.0472,0.0509,18670
48,100,400,823,39904,0.000725,1.4597,1.4613,0.1665,0.1616,0.0894,0.0505,18670
48,100,500,823,40004,0.000725,1.4649,1.4614,0.1578,0.1615,0.0362,0.0516,18670
48,100,600,823,40104,0.000725,1.4624,1.4616,0.1552,0.1614,0.1129,0.051,18670
48,100,700,823,40204,0.000725,1.4608,1.4616,0.1639,0.1614,0.05,0.0517,18670
48,100,800,823,40304,0.000725,1.4625,1.4615,0.1621,0.1613,0.0425,0.0512,18670
49,100,0,823,40327,0.000725,2.0588,2.0588,0.1621,0.1621,0.0611,0.0611,18670
49,100,100,823,40427,0.000725,1.4597,1.4662,0.1639,0.1607,0.0453,0.0455,18670
49,100,200,823,40527,0.000725,1.4617,1.4636,0.158,0.161,0.0638,0.0452,18670
49,100,300,823,40627,0.000725,1.4622,1.4629,0.1598,0.1612,0.0685,0.0479,18670
49,100,400,823,40727,0.000725,1.4609,1.4625,0.1573,0.1609,0.0496,0.0493,18670
49,100,500,823,40827,0.000725,1.4608,1.4623,0.1553,0.1609,0.0457,0.0496,18670
49,100,600,823,40927,0.000725,1.4613,1.462,0.154,0.1609,0.0347,0.0503,18670
49,100,700,823,41027,0.000725,1.4606,1.4619,0.1586,0.1609,0.064,0.051,18670
49,100,800,823,41127,0.000725,1.4599,1.4617,0.155,0.1608,0.0522,0.0509,18670
50,100,0,823,41150,0.000725,1.9726,1.9726,0.1556,0.1556,0.041,0.041,18670
50,100,100,823,41250,0.000725,1.4602,1.4647,0.1585,0.1606,0.035,0.0548,18670
50,100,200,823,41350,0.000725,1.4613,1.4624,0.1597,0.1607,0.0318,0.0522,18670
50,100,300,823,41450,0.000725,1.463,1.4622,0.1544,0.1606,0.0752,0.0511,18670
50,100,400,823,41550,0.000725,1.4617,1.462,0.157,0.1608,0.0494,0.0513,18670
50,100,500,823,41650,0.000725,1.4594,1.4616,0.1604,0.1607,0.0835,0.051,18670
50,100,600,823,41750,0.000725,1.4598,1.4613,0.1544,0.1605,0.087,0.0512,18670
50,100,700,823,41850,0.000725,1.4559,1.4609,0.5408,0.1829,0.2588,0.0857,18670
50,100,800,823,41950,0.000725,1.4599,1.4606,0.2754,0.2108,0.1143,0.0991,18670
51,100,0,823,41973,0.000725,1.9055,1.9055,0.252,0.252,0.347,0.347,18670
51,100,100,823,42073,0.000725,1.4615,1.4651,0.1772,0.196,0.1085,0.1131,18670
51,100,200,823,42173,0.000725,1.4597,1.4632,0.1634,0.1839,0.0672,0.0963,18670
51,100,300,823,42273,0.000725,1.4601,1.4623,0.1672,0.1778,0.0806,0.0906,18670
51,100,400,823,42373,0.000725,1.4593,1.4617,0.1613,0.1744,0.0968,0.0855,18670
51,100,500,823,42473,0.000725,1.4602,1.4612,0.1605,0.172,0.1096,0.0813,18670
51,100,600,823,42573,0.000725,1.4595,1.461,0.1613,0.1703,0.044,0.0799,18670
51,100,700,823,42673,0.000725,1.4594,1.4608,0.1566,0.1691,0.0855,0.0769,18670
51,100,800,823,42773,0.000725,1.464,1.4609,0.1614,0.1681,0.0416,0.0749,18670
52,100,0,823,42796,0.000725,1.9552,1.9552,0.1616,0.1616,0.0707,0.0707,18670
52,100,100,823,42896,0.000725,1.461,1.4664,0.1667,0.1604,0.0439,0.0549,18670
52,100,200,823,42996,0.000725,1.4607,1.4633,0.1646,0.1603,0.0437,0.0558,18670
52,100,300,823,43096,0.000725,1.4607,1.462,0.1565,0.1601,0.0624,0.0554,18670
52,100,400,823,43196,0.000725,1.4596,1.4614,0.1637,0.1601,0.0498,0.0562,18670
52,100,500,823,43296,0.000725,1.4608,1.4611,0.1525,0.1601,0.03,0.0552,18670
52,100,600,823,43396,0.000725,1.4601,1.461,0.1615,0.1599,0.0485,0.0547,18670
52,100,700,823,43496,0.000725,1.4599,1.4608,0.1538,0.1598,0.0436,0.0548,18670
52,100,800,823,43596,0.000725,1.4609,1.4606,0.1544,0.1598,0.057,0.0549,18670
53,100,0,823,43619,0.000725,2.0656,2.0656,0.1582,0.1582,0.0409,0.0409,18670
53,100,100,823,43719,0.000725,1.4599,1.4656,0.1563,0.1591,0.0585,0.0518,18670
53,100,200,823,43819,0.000725,1.4598,1.4627,0.1616,0.1593,0.0663,0.0507,18670
53,100,300,823,43919,0.000725,1.4607,1.4617,0.1562,0.1591,0.0417,0.051,18670
53,100,400,823,44019,0.000725,1.4593,1.4612,0.1642,0.1591,0.0707,0.0518,18670
53,100,500,823,44119,0.000725,1.4596,1.4609,0.1566,0.159,0.0323,0.0531,18670
53,100,600,823,44219,0.000725,1.4606,1.4609,0.1582,0.159,0.0296,0.053,18670
53,100,700,823,44319,0.000725,1.4616,1.4608,0.1578,0.159,0.0845,0.0537,18670
53,100,800,823,44419,0.000725,1.4633,1.4609,0.1578,0.159,0.0676,0.0534,18670
54,100,0,823,44442,0.000725,2.0102,2.0102,0.1626,0.1626,0.0358,0.0358,18670
54,100,100,823,44542,0.000725,1.461,1.4665,0.1593,0.159,0.0324,0.0491,18670
54,100,200,823,44642,0.000725,1.459,1.4636,0.1603,0.1588,0.0706,0.0511,18670
54,100,300,823,44742,0.000725,1.4608,1.4627,0.1607,0.1587,0.0654,0.0499,18670
54,100,400,823,44842,0.000725,1.4613,1.4621,0.1524,0.1588,0.0335,0.0491,18670
54,100,500,823,44942,0.000725,1.4612,1.4618,0.1596,0.1587,0.0356,0.0493,18670
54,100,600,823,45042,0.000725,1.4621,1.4617,0.1551,0.1587,0.0437,0.0496,18670
54,100,700,823,45142,0.000725,1.4589,1.4615,0.1554,0.1587,0.0805,0.0495,18670
54,100,800,823,45242,0.000725,1.4616,1.4612,0.1549,0.1587,0.0562,0.0497,18670
55,100,0,823,45265,0.000725,1.996,1.996,0.1608,0.1608,0.0561,0.0561,18670
55,100,100,823,45365,0.000725,1.4586,1.4649,0.158,0.1592,0.0712,0.0507,18670
55,100,200,823,45465,0.000725,1.4591,1.4622,0.1541,0.1589,0.0326,0.0505,18670
55,100,300,823,45565,0.000725,1.4596,1.4613,0.1565,0.1587,0.0441,0.0518,18670
55,100,400,823,45665,0.000725,1.4632,1.4613,0.1627,0.1586,0.0664,0.0498,18670
55,100,500,823,45765,0.000725,1.4612,1.4615,0.1555,0.1586,0.0638,0.0499,18670
55,100,600,823,45865,0.000725,1.4593,1.4613,0.1604,0.1586,0.0589,0.0502,18670
55,100,700,823,45965,0.000725,1.4592,1.4611,0.1576,0.1586,0.0413,0.051,18670
55,100,800,823,46065,0.000725,1.4601,1.4609,0.1585,0.1587,0.0411,0.0505,18670
56,100,0,823,46088,0.000725,1.9291,1.9291,0.1607,0.1607,0.0411,0.0411,18670
56,100,100,823,46188,0.000725,1.4598,1.4634,0.1579,0.1584,0.0353,0.0525,18670
56,100,200,823,46288,0.000725,1.4591,1.4616,0.1616,0.1582,0.0337,0.0499,18670
56,100,300,823,46388,0.000725,1.461,1.461,0.1606,0.1583,0.0558,0.0494,18670
56,100,400,823,46488,0.000725,1.4627,1.4612,0.1636,0.1582,0.057,0.0503,18670
56,100,500,823,46588,0.000725,1.4605,1.4613,0.156,0.1583,0.0364,0.0503,18670
56,100,600,823,46688,0.000725,1.4617,1.4613,0.161,0.1583,0.0351,0.0504,18670
56,100,700,823,46788,0.000725,1.4598,1.4611,0.1584,0.1584,0.0382,0.051,18670
56,100,800,823,46888,0.000725,1.4604,1.461,0.1564,0.1584,0.0419,0.051,18670
57,100,0,823,46911,0.000725,2.038,2.038,0.163,0.163,0.0785,0.0785,18670
57,100,100,823,47011,0.000725,1.4628,1.4658,0.1581,0.1584,0.0762,0.0561,18670
57,100,200,823,47111,0.000725,1.4617,1.464,0.1537,0.1583,0.0472,0.0565,18670
57,100,300,823,47211,0.000725,1.4614,1.4634,0.1583,0.158,0.0484,0.0544,18670
57,100,400,823,47311,0.000725,1.4624,1.4629,0.1633,0.1582,0.0402,0.0526,18670
57,100,500,823,47411,0.000725,1.4604,1.4625,0.158,0.1582,0.039,0.0513,18670
57,100,600,823,47511,0.000725,1.4611,1.4621,0.1625,0.1581,0.0271,0.0512,18670
57,100,700,823,47611,0.000725,1.4607,1.4619,0.1577,0.1581,0.0289,0.0509,18670
57,100,800,823,47711,0.000725,1.4621,1.4619,0.1519,0.158,0.0543,0.0506,18670
58,100,0,823,47734,0.000725,2.0549,2.0549,0.1546,0.1546,0.0515,0.0515,18670
58,100,100,823,47834,0.000725,1.4628,1.4667,0.1586,0.158,0.112,0.055,18670
58,100,200,823,47934,0.000725,1.4613,1.4641,0.1574,0.1581,0.0351,0.0507,18670
58,100,300,823,48034,0.000725,1.46,1.4628,0.1617,0.158,0.0371,0.049,18670
58,100,400,823,48134,0.000725,1.4589,1.4621,0.1535,0.1579,0.0461,0.0503,18670
58,100,500,823,48234,0.000725,1.4617,1.4617,0.1594,0.1578,0.0568,0.0503,18670
58,100,600,823,48334,0.000725,1.4613,1.4617,0.1609,0.1579,0.0275,0.0496,18670
58,100,700,823,48434,0.000725,1.4612,1.4617,0.1609,0.1579,0.0411,0.0499,18670
58,100,800,823,48534,0.000725,1.462,1.4616,0.1596,0.1578,0.042,0.0503,18670
59,100,0,823,48557,0.000725,1.9743,1.9743,0.1544,0.1544,0.0492,0.0492,18670
59,100,100,823,48657,0.000725,1.4612,1.4656,0.1648,0.1579,0.0492,0.0534,18670
59,100,200,823,48757,0.000725,1.46,1.4632,0.162,0.158,0.0698,0.0521,18670
59,100,300,823,48857,0.000725,1.4595,1.4624,0.1631,0.1578,0.0333,0.0508,18670
59,100,400,823,48957,0.000725,1.4599,1.462,0.1574,0.1577,0.0312,0.0525,18670
59,100,500,823,49057,0.000725,1.4631,1.4621,0.1571,0.1577,0.0396,0.0513,18670
59,100,600,823,49157,0.000725,1.4649,1.4623,0.1484,0.1576,0.0354,0.0507,18670
59,100,700,823,49257,0.000725,1.4635,1.4624,0.1585,0.1576,0.0552,0.0513,18670
59,100,800,823,49357,0.000725,1.459,1.4623,0.1538,0.1575,0.0484,0.0502,18670
60,100,0,823,49380,0.000725,1.9675,1.9675,0.1591,0.1591,0.0375,0.0375,18670
60,100,100,823,49480,0.000725,1.46,1.466,0.1547,0.1573,0.0444,0.0487,18670
60,100,200,823,49580,0.000725,1.46,1.4635,0.1559,0.157,0.043,0.0496,18670
60,100,300,823,49680,0.000725,1.4615,1.4625,0.1528,0.1571,0.0573,0.0492,18670
60,100,400,823,49780,0.000725,1.4628,1.4626,0.1533,0.1572,0.0925,0.0481,18670
60,100,500,823,49880,0.000725,1.4613,1.4626,0.1598,0.1572,0.0463,0.0483,18670
60,100,600,823,49980,0.000725,1.4622,1.4624,0.1504,0.1572,0.0703,0.0485,18670
60,100,700,823,50080,0.000725,1.4599,1.4622,0.1578,0.1571,0.0751,0.0487,18670
60,100,800,823,50180,0.000725,1.4588,1.462,0.1583,0.1571,0.0341,0.0494,18670
61,100,0,823,50203,0.000725,1.9358,1.9358,0.1625,0.1625,0.0403,0.0403,18670
61,100,100,823,50303,0.000725,1.4593,1.4644,0.1606,0.1574,0.0487,0.0531,18670
61,100,200,823,50403,0.000725,1.4605,1.4621,0.1633,0.1571,0.0325,0.0514,18670
61,100,300,823,50503,0.000725,1.4594,1.4615,0.1583,0.1572,0.071,0.0505,18670
61,100,400,823,50603,0.000725,1.4602,1.4611,0.1563,0.1572,0.0421,0.0502,18670
61,100,500,823,50703,0.000725,1.4612,1.4608,0.1607,0.1572,0.0323,0.0499,18670
61,100,600,823,50803,0.000725,1.4592,1.4606,0.1571,0.1571,0.1132,0.0494,18670
61,100,700,823,50903,0.000725,1.4596,1.4605,0.1552,0.1571,0.0732,0.0502,18670
61,100,800,823,51003,0.000725,1.4623,1.4605,0.1519,0.1571,0.0291,0.0502,18670
62,100,0,823,51026,0.000725,2.042,2.042,0.155,0.155,0.076,0.076,18670
62,100,100,823,51126,0.000725,1.4625,1.4677,0.1587,0.1568,0.0533,0.0491,18670
62,100,200,823,51226,0.000725,1.4599,1.4646,0.1613,0.1564,0.0439,0.0505,18670
62,100,300,823,51326,0.000725,1.4611,1.4634,0.1529,0.1565,0.0403,0.0501,18670
62,100,400,823,51426,0.000725,1.4607,1.4627,0.1553,0.1566,0.0454,0.0487,18670
62,100,500,823,51526,0.000725,1.459,1.4622,0.1555,0.1565,0.0776,0.0491,18670
62,100,600,823,51626,0.000725,1.4628,1.462,0.1534,0.1565,0.0601,0.0495,18670
62,100,700,823,51726,0.000725,1.4602,1.4618,0.1524,0.1564,0.0384,0.0496,18670
62,100,800,823,51826,0.000725,1.4627,1.4617,0.1526,0.1563,0.0476,0.0494,18670
63,100,0,823,51849,0.000725,1.9562,1.9562,0.1571,0.1571,0.0314,0.0314,18670
63,100,100,823,51949,0.000725,1.4604,1.4647,0.1555,0.1563,0.0765,0.0495,18670
63,100,200,823,52049,0.000725,1.4595,1.4629,0.1626,0.1563,0.0892,0.0497,18670
63,100,300,823,52149,0.000725,1.4605,1.4619,0.1614,0.1564,0.0769,0.0521,18670
63,100,400,823,52249,0.000725,1.4614,1.4615,0.1574,0.1563,0.0592,0.0523,18670
63,100,500,823,52349,0.000725,1.4603,1.4613,0.1595,0.1563,0.0472,0.0515,18670
